experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_llama4maverick_50,run_009,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Evidence from glucose trends, uncertainty around meal effects, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_009,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_009,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_009,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_009,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_009,profile.dia,profile,True,10 h,keep,10 h,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_009,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"No strong evidence for change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_009,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"No strong evidence for change, dependencies on basal_targets."
real_llama4maverick_50,run_009,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"SMB and UAM are generally appropriate, dependencies on automation_smb_uam."
real_llama4maverick_50,run_009,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"SMB activation conditions are generally appropriate, dependencies on automation_smb_uam."
real_llama4maverick_50,run_009,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"SMB delivery settings are generally appropriate, dependencies on automation_smb_uam."
real_llama4maverick_50,run_009,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"Max basal and IOB limits are generally appropriate, dependencies on automation_sensitivity_limits."
real_llama4maverick_50,run_009,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Dynamic ISF is enabled and generally appropriate, Autosens is disabled, dependencies on automation_sensitivity_limits."
real_llama4maverick_50,run_009,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,"Carb absorption model settings are generally appropriate, dependencies on meal_ecarbs_absorption."
real_llama4maverick_50,run_010,profile.basal.00_00,profile,True,0.6,change,0.55,Fasting glucose patterns suggest a potential need for basal rate adjustment.
real_llama4maverick_50,run_010,profile.basal.05_00,profile,True,0.7,keep,0.7,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.basal.06_00,profile,True,0.8,keep,0.8,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.basal.10_00,profile,True,0.7,keep,0.7,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.basal.16_00,profile,True,0.5,keep,0.5,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.basal.18_00,profile,True,0.6,keep,0.6,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.basal.19_00,profile,True,0.7,keep,0.7,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.cr.00_00,profile,True,13,keep,13,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.cr.04_00,profile,True,11.1,keep,11.1,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.cr.08_00,profile,True,13.2,keep,13.2,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.cr.16_00,profile,True,10.5,keep,10.5,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.cr.20_00,profile,True,12.6,keep,12.6,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.isf.00_00,profile,True,56,keep,56,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.target.00_00,profile,True,90,keep,90,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.target.08_00,profile,True,100,keep,100,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.target.23_00,profile,True,90,keep,90,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,profile.dia,profile,True,10,keep,10,No strong evidence to suggest a change.
real_llama4maverick_50,run_010,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB and UAM settings are generally appropriate.
real_llama4maverick_50,run_010,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_010,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB strength and frequency settings are generally appropriate.
real_llama4maverick_50,run_010,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Safety limits are set high but are within the realm of possible settings.
real_llama4maverick_50,run_010,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Dynamic ISF is enabled, and Autosens is disabled."
real_llama4maverick_50,run_010,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carbohydrate absorption model settings are generally appropriate.
real_llama4maverick_50,run_011,profile.basal.00_00,profile,True,0.6 U/h,change,0.55 U/h,"Evidence from glucose patterns, uncertainty in exact adjustment, dependency on overall glucose control."
real_llama4maverick_50,run_011,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change this setting.
real_llama4maverick_50,run_011,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change this setting.
real_llama4maverick_50,run_011,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB and UAM are effectively managing glucose.
real_llama4maverick_50,run_011,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,Current settings are appropriate for the observed glucose patterns.
real_llama4maverick_50,run_011,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,Current settings are appropriate for the observed glucose patterns.
real_llama4maverick_50,run_011,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=20 U,High max IOB poses a risk; reducing it could improve safety.
real_llama4maverick_50,run_011,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is effectively adjusting sensitivity.
real_llama4maverick_50,run_011,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No strong evidence to change these settings.
real_llama4maverick_50,run_012,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,To improve glucose control based on observed variability.
real_llama4maverick_50,run_012,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No significant issues observed.
real_llama4maverick_50,run_012,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No significant issues observed.
real_llama4maverick_50,run_012,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No significant issues observed.
real_llama4maverick_50,run_012,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No significant issues observed.
real_llama4maverick_50,run_012,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No significant issues observed.
real_llama4maverick_50,run_012,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No significant issues observed.
real_llama4maverick_50,run_012,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No significant issues observed.
real_llama4maverick_50,run_012,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No significant issues observed.
real_llama4maverick_50,run_012,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No significant issues observed.
real_llama4maverick_50,run_012,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No significant issues observed.
real_llama4maverick_50,run_012,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No significant issues observed.
real_llama4maverick_50,run_012,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No significant issues observed.
real_llama4maverick_50,run_012,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No significant issues observed.
real_llama4maverick_50,run_012,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No significant issues observed.
real_llama4maverick_50,run_012,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No significant issues observed.
real_llama4maverick_50,run_012,profile.dia,profile,True,10 h,keep,10 h,No significant issues observed.
real_llama4maverick_50,run_012,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,No significant issues observed.
real_llama4maverick_50,run_012,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,No significant issues observed.
real_llama4maverick_50,run_012,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,No significant issues observed.
real_llama4maverick_50,run_012,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,No significant issues observed.
real_llama4maverick_50,run_012,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,No significant issues observed.
real_llama4maverick_50,run_012,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No significant issues observed.
